file                               format  type  num_seqs  sum_len  min_len  avg_len  max_len
ecoli_rrna.host_depleted.R1.fq.gz  FASTQ   DNA         85   12,750      150      150      150
ecoli_rrna.host_depleted.R2.fq.gz  FASTQ   DNA         85   12,750      150      150      150
