file              format  type  num_seqs  sum_len  min_len  avg_len  max_len
ecoli_rrna.R1.fq  FASTQ   DNA         85   12,750      150      150      150
ecoli_rrna.R2.fq  FASTQ   DNA         85   12,750      150      150      150
